,iid,valence,arousal,v_bins,a_bins
13751,I000392364,0.6421294094881936,0.5176906307404726,8.0,8.0
7421,I000243965,0.562412566367468,0.4587303749776416,5.0,4.0
2757,I000099275,0.47127310036442616,0.39470913697258764,1.0,1.0
14392,I000407964,0.5659766957827415,0.4468810939310016,5.0,3.0
21964,I000581751,0.4674448427614815,0.5646080725426337,1.0,9.0
9224,I000289111,0.6102350537245583,0.41391484282706853,7.0,2.0
29805,I000791398,0.49472563682845744,0.49402131520918074,2.0,6.0
37109,I000974699,0.5443819204251795,0.4252854950129976,4.0,2.0
22179,I000588195,0.3641812074497668,0.38792746891671653,0.0,1.0
28202,I000747068,0.5634462097502261,0.5053788092957902,5.0,7.0
8625,I000274361,0.5528171866654292,0.3685727295710907,5.0,0.0
11805,I000353049,0.5621637290817919,0.5067549196424771,5.0,7.0
20872,I000555980,0.6388537854955346,0.4725455253535632,8.0,5.0
18415,I000501815,0.4697448319409291,0.489654546974695,1.0,6.0
37606,I000984243,0.5501557783188866,0.40923316136867494,4.0,1.0
7143,I000237081,0.7330458626703966,0.5149613330030675,9.0,7.0
17117,I000469842,0.5676701947123773,0.5045210108683353,5.0,7.0
37887,I000989030,0.38159099969291455,0.4469142550979477,0.0,3.0
18471,I000503040,0.5344104877044599,0.5117850572262481,4.0,7.0
25863,I000685898,0.6061248092793066,0.3845590879510943,7.0,1.0
22688,I000600115,0.583705887160419,0.4713694611574415,6.0,5.0
19543,I000526464,0.5280372766553165,0.44988606465885433,3.0,4.0
10771,I000328764,0.5384886619545824,0.5541376533759748,4.0,9.0
27118,I000718603,0.5774520065911712,0.3882998567908697,6.0,1.0
2850,I000102492,0.5315049444198126,0.4020392121082281,4.0,1.0
27041,I000716856,0.4757156520526096,0.5766147386051502,1.0,9.0
36612,I000961596,0.6277229425840912,0.3899507045632149,8.0,1.0
27953,I000741097,0.5796276717730453,0.34621463284223586,6.0,0.0
2968,I000106684,0.3175398200926697,0.493605476282712,0.0,6.0
28345,I000750928,0.6238049155572067,0.46285278044219913,8.0,4.0
22956,I000608361,0.5652707881449038,0.4750727764204446,5.0,5.0
31973,I000848516,0.6789450068765126,0.3028674034318092,9.0,0.0
32895,I000872801,0.5065972652124097,0.4519555693423757,2.0,4.0
38167,I000995038,0.5757175919291669,0.45164337853245345,6.0,4.0
10319,I000317459,0.5113072400429793,0.5198720063732839,3.0,8.0
25216,I000671162,0.5436479978787668,0.47467491162046593,4.0,5.0
22241,I000589306,0.5425230473690984,0.4843069179649974,4.0,6.0
35998,I000947738,0.4959120380573541,0.48993341393383083,2.0,6.0
22112,I000586765,0.5761882121987456,0.47034263776078195,6.0,5.0
32290,I000855061,0.45323912195051896,0.4617796724788371,1.0,4.0
4870,I000169428,0.4724339198903853,0.6528525807809382,1.0,9.0
6356,I000212077,0.5630393077138909,0.4526118611576751,5.0,4.0
7951,I000257817,0.5486108403097419,0.43507807629576634,4.0,3.0
26589,I000705217,0.5183061922073396,0.49337765449238397,3.0,6.0
24334,I000644685,0.570096934682279,0.4177975122911046,6.0,2.0
6208,I000207245,0.5991644057559729,0.4543072184720742,7.0,4.0
16677,I000460111,0.5522062028975978,0.4456504418086786,5.0,3.0
17450,I000478095,0.5853188853180782,0.4940827532481934,6.0,6.0
5270,I000180034,0.6300842084647378,0.5200936090811579,8.0,8.0
33043,I000876701,0.5120843674600156,0.542589766133813,3.0,8.0
30897,I000820942,0.5332616876974523,0.58609425322361,4.0,9.0
25228,I000671585,0.5239957149849079,0.49163929301104703,3.0,6.0
35912,I000945395,0.6071830598796224,0.427527863522282,7.0,2.0
30078,I000797360,0.3833920816719436,0.5924171764273664,0.0,9.0
9829,I000306319,0.6385226252666906,0.47950133297905634,8.0,6.0
37554,I000983384,0.5425992152349,0.4884663594011922,4.0,6.0
4871,I000169430,0.4925035187161049,0.5286310932689969,2.0,8.0
6298,I000210138,0.5140379682442732,0.4413684086765597,3.0,3.0
6477,I000215153,0.5024208622630776,0.4581530950610771,2.0,4.0
32875,I000872140,0.8212299934883696,0.6156622718858848,9.0,9.0
14789,I000418846,0.5565738629795605,0.466106007679251,5.0,5.0
5044,I000174057,0.5901810827938588,0.5374466627225266,7.0,8.0
8624,I000274351,0.6360360211117914,0.42801244676880956,8.0,2.0
18696,I000507201,0.5684432915153939,0.47113840777987437,5.0,5.0
20956,I000558262,0.5633464209011915,0.48313557212840513,5.0,6.0
18059,I000492125,0.49096828045070445,0.5051972813421836,2.0,7.0
26095,I000691458,0.6073909832373612,0.47200502584080833,7.0,5.0
24873,I000661252,0.5436310233382395,0.44167588320035395,4.0,3.0
10588,I000324567,0.5568988030633497,0.5374129954511823,5.0,8.0
35338,I000934645,0.5282957422271715,0.5324978796336728,3.0,8.0
23664,I000624683,0.4462919935899756,0.43490974297373874,1.0,3.0
9584,I000299106,0.5225402674538191,0.5478583342547819,3.0,8.0
594,I000028735,0.5338363787782261,0.5212891926849299,4.0,8.0
16964,I000466756,0.5956040666227643,0.49999360895988193,7.0,7.0
29347,I000779736,0.5140584600611087,0.5003770402720605,3.0,7.0
11606,I000347700,0.6891754853757219,0.35655564251994004,9.0,0.0
38581,I001005573,0.42834135121804234,0.4767639765397578,0.0,5.0
30544,I000812188,0.6114990128600243,0.5140441097284671,7.0,7.0
32742,I000867764,0.6868026229291542,0.6273748296269336,9.0,9.0
25139,I000669089,0.5181982831852058,0.4563525194952621,3.0,4.0
3408,I000123976,0.5452470105096309,0.4805807624634024,4.0,6.0
2016,I000074097,0.6530126416801025,0.47230782944417166,8.0,5.0
37103,I000974631,0.6539163660433039,0.5730631925307162,9.0,9.0
36998,I000972693,0.5574209130314689,0.49580995336752576,5.0,7.0
38021,I000991668,0.4230597501735991,0.37558782084116915,0.0,0.0
14682,I000416288,0.22644826614294183,0.8075856629618703,0.0,9.0
25486,I000675863,0.5045755965033286,0.4017782511157511,2.0,1.0
9443,I000295378,0.6003181369714339,0.4579383998582684,7.0,4.0
30783,I000818489,0.5103024074233393,0.4979718592687134,3.0,7.0
33459,I000887723,0.5908087733224663,0.38382830983772587,7.0,1.0
31674,I000840300,0.6515875530809498,0.4531546610791489,8.0,4.0
31208,I000829151,0.4744664812861005,0.5156639601226707,1.0,7.0
11167,I000337424,0.4592181305623989,0.5819061400103832,1.0,9.0
14811,I000419448,0.6896065813943605,0.4331439971824488,9.0,3.0
5247,I000179459,0.38579917397208174,0.46751978808515976,0.0,5.0
20053,I000538634,0.49718558806026275,0.5854188114015517,2.0,9.0
16766,I000461817,0.5617214079900938,0.5123891476267477,5.0,7.0
34736,I000920188,0.5701572141278605,0.4015399759005908,6.0,1.0
34443,I000912144,0.6102798914822251,0.40915529884992213,7.0,1.0
13157,I000380966,0.5669445114862774,0.39512092813132466,5.0,1.0
11809,I000353117,0.5700981234393477,0.4026570710326218,6.0,1.0
22362,I000592907,0.40720213676817296,0.49461992591205495,0.0,6.0
7944,I000257617,0.5930960919118877,0.4540730847634653,7.0,4.0
21587,I000573455,0.5393072985604769,0.5052584560150325,4.0,7.0
1858,I000069677,0.4479162716051989,0.46845622709135293,1.0,5.0
20607,I000550901,0.35851536812029716,0.3492161419629113,0.0,0.0
29606,I000785946,0.4779890282798001,0.4651642337176957,1.0,5.0
27088,I000718030,0.5973116711166575,0.4177712446121282,7.0,2.0
37963,I000990392,0.455386942263758,0.5264677346205467,1.0,8.0
4774,I000165332,0.5437256409586875,0.45382823433158515,4.0,4.0
36308,I000954132,0.7091825059948823,0.44857674544650294,9.0,4.0
20112,I000540030,0.489940294022713,0.47310177427443534,2.0,5.0
6792,I000223478,0.5329400795386974,0.4361681486988529,4.0,3.0
36242,I000953078,0.655770875491255,0.5665437429564636,9.0,9.0
26506,I000702732,0.5172433137259347,0.3887461280129015,3.0,1.0
184,I000009682,0.5312664123202596,0.49030117357374153,3.0,6.0
38829,I001010625,0.4075456853281073,0.43847954397769007,0.0,3.0
540,I000026942,0.5561843031474112,0.4873861984910558,5.0,6.0
29896,I000793325,0.6528349044341278,0.5263007886253519,8.0,8.0
24580,I000650959,0.562093321985693,0.3983983346125869,5.0,1.0
17387,I000476892,0.5380115377664114,0.4419036867013198,4.0,3.0
35911,I000945348,0.6567634600996204,0.3795279189724367,9.0,1.0
13891,I000395366,0.6008974185978049,0.3571574598858486,7.0,0.0
32364,I000856617,0.5130656344750338,0.48173464564530966,3.0,6.0
249,I000012080,0.7513476098502271,0.3920525301210456,9.0,1.0
14640,I000415148,0.5306792822321927,0.416338248406333,3.0,2.0
30432,I000808236,0.48888660368387554,0.5204611802145768,2.0,8.0
21160,I000562328,0.5284996762342332,0.5022122128333095,3.0,7.0
35174,I000931123,0.585682561163029,0.4785041219372289,6.0,6.0
26062,I000690600,0.5616344932277839,0.4572351516913516,5.0,4.0
27273,I000722037,0.5662612277679935,0.43397447917395304,5.0,3.0
4152,I000148269,0.6036957489230522,0.45522977988012314,7.0,4.0
4822,I000167542,0.5137575125438403,0.4036748011549776,3.0,1.0
30325,I000805170,0.45755728960798486,0.42317683972959674,1.0,2.0
28665,I000759187,0.4779619164472013,0.49267765615737225,1.0,6.0
6318,I000210820,0.6528773173766609,0.5238350242700531,8.0,8.0
32336,I000855772,0.5137531552500048,0.47807429473386476,3.0,5.0
28249,I000748227,0.4955187510968142,0.42984951000918814,2.0,2.0
13001,I000378436,0.442097262324066,0.5599251766487815,1.0,9.0
36681,I000962976,0.7242687966360669,0.3965737504209359,9.0,1.0
29625,I000786599,0.545078512233241,0.5548822145554478,4.0,9.0
504,I000024148,0.5889205260107814,0.4746007425225772,6.0,5.0
7728,I000252147,0.564589636369618,0.45115538485704426,5.0,4.0
28708,I000760191,0.6566201143529368,0.42283754899619225,9.0,2.0
9417,I000294679,0.5141422092522456,0.46832939364534465,3.0,5.0
32404,I000858088,0.5094841828050936,0.4799309030712226,3.0,6.0
7819,I000254120,0.37465852699997326,0.49356242913134074,0.0,6.0
4328,I000152678,0.6043970806653258,0.4828090881292681,7.0,6.0
32302,I000855283,0.4761923971408091,0.4613808165451541,1.0,4.0
22665,I000599807,0.5221762231206926,0.46965592442578963,3.0,5.0
25599,I000679349,0.49112724586012485,0.6506133282330596,2.0,9.0
35300,I000933824,0.5470245840763794,0.5196030710212293,4.0,8.0
31238,I000829586,0.6310965566923221,0.42838739967019723,8.0,2.0
18238,I000497056,0.4571689029019852,0.42120360093300424,1.0,2.0
25087,I000666904,0.534200331851826,0.4953739817432469,4.0,7.0
34941,I000924293,0.6751727885554522,0.3146108913279646,9.0,0.0
473,I000022417,0.5174753579911128,0.5346860397986548,3.0,8.0
37757,I000986058,0.4379851685203015,0.4224003623965418,0.0,2.0
37605,I000984224,0.5576016814321901,0.4763005985555295,5.0,5.0
29377,I000780681,0.46545525941969246,0.4847397612159528,1.0,6.0
13552,I000388987,0.6183562223298418,0.5392388648244242,8.0,8.0
31861,I000844450,0.6155748825494055,0.5187360934492268,8.0,8.0
22061,I000584998,0.5664136720435995,0.5118875664438303,5.0,7.0
38699,I001007691,0.5535382814980541,0.42443212854833845,5.0,2.0
30337,I000805620,0.6447360495589727,0.42867156747365165,8.0,2.0
27841,I000738887,0.5399817318145721,0.4425995186265557,4.0,3.0
22877,I000606117,0.5429104834299705,0.38339130473252125,4.0,1.0
32600,I000864715,0.5209702819692286,0.5060307891075475,3.0,7.0
19681,I000530255,0.5542701610722903,0.29421381987502043,5.0,0.0
15212,I000428527,0.5514494223812292,0.35544799877015204,5.0,0.0
5357,I000182236,0.5441769077225922,0.47807146969148645,4.0,5.0
7240,I000239357,0.5726338150602874,0.5206744061736851,6.0,8.0
36383,I000955118,0.5872689218985128,0.49653285819881926,6.0,7.0
15408,I000432776,0.5317641347014532,0.4676380184221763,4.0,5.0
16151,I000449511,0.5290947499776966,0.5553609706278939,3.0,9.0
17097,I000469528,0.5375006073233582,0.45545580067612,4.0,4.0
4658,I000161919,0.4525520585522632,0.41294098253372175,1.0,2.0
33253,I000881079,0.3894162528791686,0.6728808499105904,0.0,9.0
16564,I000458072,0.5026371734134825,0.4522043118846448,2.0,4.0
38046,I000992191,0.5157379551502997,0.39938663579885425,3.0,1.0
690,I000031611,0.6029204511476784,0.35390233657594494,7.0,0.0
7733,I000252233,0.578629714538835,0.4959465392704598,6.0,7.0
13663,I000390824,0.48662755797482615,0.4641149303777262,2.0,5.0
26938,I000713756,0.4563422994858799,0.35478889386933044,1.0,0.0
34643,I000917749,0.537848567244597,0.4170488194113816,4.0,2.0
35689,I000941565,0.47009559829068914,0.5800263277151578,1.0,9.0
6939,I000228289,0.5855322857500436,0.44892279880449537,6.0,4.0
9626,I000300942,0.5386459291389374,0.4269665383647517,4.0,2.0
10023,I000311371,0.45729142449233284,0.4741635217664392,1.0,5.0
8169,I000263350,0.5097661088990304,0.555005403427495,3.0,9.0
3554,I000129400,0.412017326804621,0.4662377564150947,0.0,5.0
28481,I000754572,0.5788807945304383,0.5611509542930955,6.0,9.0
22076,I000585830,0.6864552809970308,0.3822089852981568,9.0,1.0
31140,I000827965,0.5064914440436102,0.49460863866537036,2.0,6.0
18472,I000503051,0.5242300988970932,0.46317123043924596,3.0,5.0
12823,I000375093,0.6128135802047872,0.4772645163731501,7.0,5.0
4196,I000149617,0.5640992411887253,0.45712346840524687,5.0,4.0
27069,I000717597,0.6114815050378235,0.4884154435440373,7.0,6.0
19846,I000533721,0.5140958707741405,0.39392364561354576,3.0,1.0
3440,I000124921,0.5983742741175047,0.3069223249340036,7.0,0.0
31747,I000842145,0.45659943982006257,0.48368328394565163,1.0,6.0
22955,I000608333,0.5576952681022173,0.42977948109986297,5.0,2.0
26240,I000695186,0.5136521189922381,0.5154778961161889,3.0,7.0
10303,I000317125,0.6004124920668157,0.36966686674097593,7.0,0.0
17150,I000470662,0.6136448089217952,0.44633904055721474,7.0,3.0
21206,I000563030,0.5442440559966896,0.4862996135282188,4.0,6.0
34201,I000905841,0.6395597872706331,0.5379866538161374,8.0,8.0
13704,I000391608,0.524358077342257,0.46554748118522143,3.0,5.0
21082,I000560934,0.7200181779245766,0.46717174797164274,9.0,5.0
1689,I000064394,0.4936076657111528,0.4564104285215689,2.0,4.0
29571,I000784992,0.7102988443953038,0.6305456960505833,9.0,9.0
6120,I000204728,0.3952053363703868,0.5068548603426429,0.0,7.0
26974,I000714805,0.4827761801709862,0.4804922715104011,2.0,6.0
36916,I000969231,0.5952884146355495,0.45409475237700164,7.0,4.0
6254,I000209011,0.5863174903467031,0.5068434049173951,6.0,7.0
22594,I000598710,0.5069125760078123,0.4301332304060761,2.0,2.0
24068,I000636907,0.4699160586353641,0.5835101607539345,1.0,9.0
11030,I000334376,0.553652425607635,0.37025857492637376,5.0,0.0
32058,I000850480,0.5190871316358744,0.4751308578756411,3.0,5.0
33456,I000887657,0.6410136442135055,0.5149390428862993,8.0,7.0
17213,I000472420,0.5026165187886695,0.44802767464715315,2.0,3.0
11553,I000346397,0.45732819396573615,0.48187404529559213,1.0,6.0
26082,I000691313,0.5421208196089928,0.46146714525137034,4.0,4.0
36079,I000949982,0.512865400065968,0.47809683182329793,3.0,5.0
18685,I000507016,0.5703070003401959,0.4691555472440042,6.0,5.0
2659,I000095012,0.404458182052028,0.5915153726956318,0.0,9.0
17938,I000488404,0.5650434360437145,0.4473860188024983,5.0,3.0
27470,I000728100,0.7398812973448792,0.48605421636092233,9.0,6.0
4344,I000153071,0.6169913421778497,0.4566492734609067,8.0,4.0
5333,I000181620,0.46302534576705284,0.44911220771534927,1.0,4.0
7168,I000237769,0.6102323398393339,0.441587702966865,7.0,3.0
31469,I000833991,0.613248502633215,0.3150059758343469,7.0,0.0
17913,I000487909,0.5393743809759503,0.42047522747384297,4.0,2.0
36530,I000959286,0.49697082031620643,0.4431052743224744,2.0,3.0
6958,I000229327,0.6207044418411016,0.45005486671083944,8.0,4.0
11699,I000349626,0.45210068289527616,0.4414196552041573,1.0,3.0
27327,I000723494,0.5781886296805689,0.49950690357424843,6.0,7.0
8484,I000270152,0.45424993012264203,0.4075257637876062,1.0,1.0
26514,I000702998,0.41334151997512225,0.4524073949053845,0.0,4.0
8496,I000270351,0.2991781935470941,0.7790379971773738,0.0,9.0
1779,I000066589,0.7259085081538507,0.4704940697831204,9.0,5.0
16491,I000456451,0.5772533491205329,0.5147163517444504,6.0,7.0
3941,I000141134,0.5960859355107498,0.5451713355308988,7.0,8.0
5410,I000183316,0.6857550177958074,0.46826793377018183,9.0,5.0
19659,I000529453,0.6345558828617465,0.4896650103180542,8.0,6.0
25294,I000672849,0.5783363278464566,0.4924234141911416,6.0,6.0
35844,I000943903,0.6340892633531526,0.47413022240097685,8.0,5.0
2822,I000101628,0.7309669927540788,0.32271626979120727,9.0,0.0
31210,I000829171,0.7790625574264489,0.636592882297609,9.0,9.0
6811,I000224253,0.4763139776004589,0.6249842722751738,1.0,9.0
9277,I000290331,0.5709674154526513,0.4383493890160636,6.0,3.0
18798,I000509134,0.6075026942629989,0.39784732024451175,7.0,1.0
37970,I000990531,0.5857780001480013,0.33084411838195404,6.0,0.0
24488,I000648748,0.5555613446513422,0.4611529794556244,5.0,4.0
822,I000036756,0.5153122189945915,0.49398552074728985,3.0,6.0
3106,I000113474,0.4820711042772116,0.4524608611202863,1.0,4.0
12518,I000368874,0.35507419016691066,0.6651729244423051,0.0,9.0
36471,I000957442,0.6509777513193978,0.4539354434676457,8.0,4.0
34820,I000921691,0.5595514703901332,0.4096777401165241,5.0,1.0
9522,I000297678,0.5441903277498159,0.5235612174977395,4.0,8.0
26667,I000707296,0.5679206155077732,0.5083395728500006,5.0,7.0
25733,I000682264,0.5821542026431589,0.46592454073728906,6.0,5.0
35800,I000943308,0.5807077440761893,0.5188083920512685,6.0,8.0
5606,I000188202,0.6397645798301823,0.44759658642044686,8.0,3.0
28433,I000753720,0.4420694527822872,0.41256616165422016,1.0,2.0
12483,I000368050,0.5082468235499298,0.46219736388163035,2.0,4.0
10465,I000320984,0.39573297667761775,0.37275693980128605,0.0,0.0
10962,I000332833,0.47265686149512887,0.36290721034809315,1.0,0.0
13,I000001910,0.6769212651226086,0.4687968578084051,9.0,5.0
25634,I000680336,0.7208996602897227,0.3520312058833656,9.0,0.0
21350,I000567281,0.516867088762977,0.5186752365325262,3.0,8.0
6704,I000220786,0.46203511765777605,0.5023649175881322,1.0,7.0
17289,I000474428,0.5066015121612973,0.45824906504983653,2.0,4.0
26891,I000712688,0.5825029856120078,0.4277627345809649,6.0,2.0
6982,I000230032,0.5551529255161695,0.42846068138649007,5.0,2.0
1659,I000063526,0.4767001502430737,0.572685619764775,1.0,9.0
15053,I000425255,0.484430600158053,0.4333293428212167,2.0,3.0
38029,I000991726,0.6640101142671727,0.5277766166801255,9.0,8.0
22751,I000602506,0.5788714701189299,0.3655139023661959,6.0,0.0
9989,I000310271,0.5131225656713552,0.48357140708814095,3.0,6.0
30867,I000820120,0.5914901770424513,0.48091132752727817,7.0,6.0
829,I000037040,0.5068807983317023,0.4867157732026557,2.0,6.0
19478,I000524861,0.5535417061012557,0.4880222869877502,5.0,6.0
37873,I000988804,0.40431972802761834,0.509769147015818,0.0,7.0
38401,I001001781,0.5763025366117733,0.5402758691069091,6.0,8.0
2644,I000094518,0.3755985866220787,0.4965370994533679,0.0,7.0
7197,I000238310,0.6977461738041147,0.5337458821543972,9.0,8.0
37845,I000988042,0.5474548450884172,0.39449290816248866,4.0,1.0
21705,I000575867,0.3250214368869397,0.4728257701495468,0.0,5.0
22477,I000595625,0.579361728405951,0.4489391148420866,6.0,4.0
8002,I000258989,0.38460911299442857,0.738141978370537,0.0,9.0
32125,I000851994,0.6777480235826243,0.31257072681074827,9.0,0.0
11329,I000340834,0.6328314263035458,0.49938239474167345,8.0,7.0
26424,I000699835,0.3534240981192407,0.5306464657299291,0.0,8.0
14347,I000406677,0.382243094916775,0.3162180078286246,0.0,0.0
9368,I000292365,0.3947124797376588,0.44516671496359855,0.0,3.0
430,I000020088,0.41063376994124756,0.3482836142281155,0.0,0.0
30315,I000804938,0.5763296769704177,0.49952937564654976,6.0,7.0
32695,I000867015,0.44721464809725386,0.38085297877036633,1.0,1.0
34710,I000919578,0.5209904061551038,0.40442588923876177,3.0,1.0
13656,I000390682,0.6199375976704031,0.4363406283010916,8.0,3.0
4783,I000165678,0.5967663848306657,0.49777042485438894,7.0,7.0
24447,I000647947,0.5314230804676576,0.519793386361154,4.0,8.0
37056,I000973700,0.4466562827278978,0.4618689655539488,1.0,4.0
6153,I000205684,0.7124013144101073,0.4805089605446336,9.0,6.0
17944,I000488562,0.5675632448989648,0.45879658912063354,5.0,4.0
35246,I000932871,0.5854744752749715,0.5525242874942993,6.0,9.0
5184,I000177961,0.578819675023054,0.4737567367472973,6.0,5.0
9268,I000290178,0.6066493869823267,0.40333769189215385,7.0,1.0
16764,I000461775,0.4745127737977617,0.4159768495351622,1.0,2.0
28629,I000758527,0.6048320108718577,0.3833023349083474,7.0,1.0
18543,I000504236,0.5051238204334153,0.49713461007361975,2.0,7.0
18985,I000513017,0.5379225817692568,0.4256300227891777,4.0,2.0
32965,I000874612,0.5989293185991759,0.5532141991611514,7.0,9.0
9287,I000290438,0.49410482655368326,0.5350265878843141,2.0,8.0
27035,I000716707,0.46941107850335617,0.47372650066341176,1.0,5.0
18429,I000502263,0.6637148922856345,0.39900954287650614,9.0,1.0
25443,I000675025,0.4559728578634705,0.5655597210547552,1.0,9.0
28012,I000742739,0.5927303246079861,0.5098720152470108,7.0,7.0
31957,I000847515,0.5631486378190048,0.5010716169103775,5.0,7.0
32903,I000873081,0.44014910761474463,0.6097763461288132,1.0,9.0
29856,I000792549,0.6699207846452657,0.4517478886711189,9.0,4.0
22064,I000585279,0.5253952084664043,0.4635673109024624,3.0,5.0
22586,I000598544,0.3975227024586563,0.5384345761508543,0.0,8.0
31606,I000838327,0.48094016573004816,0.5043760595097194,1.0,7.0
23937,I000634247,0.5355376544743716,0.5208813929278386,4.0,8.0
2697,I000096796,0.493484297272042,0.389074141287947,2.0,1.0
3878,I000138789,0.7197728795262852,0.44121206883059527,9.0,3.0
25759,I000682573,0.519925768690637,0.5073968146716219,3.0,7.0
16098,I000448088,0.46746825724544494,0.5667302988513925,1.0,9.0
3206,I000116600,0.5090676255718762,0.5263535533876503,2.0,8.0
38549,I001005125,0.5038707013354526,0.4751919575025613,2.0,5.0
3914,I000140043,0.5669175968373462,0.5031986705156928,5.0,7.0
17428,I000477839,0.6120591533810462,0.3602546438090357,7.0,0.0
23684,I000625105,0.5390204327102202,0.40199194884930456,4.0,1.0
34422,I000911358,0.4865387425520805,0.4086200021205575,2.0,1.0
5116,I000175971,0.5920635715337719,0.43744935228500564,7.0,3.0
4940,I000171068,0.5314934143391588,0.47588646844383575,4.0,5.0
9598,I000299627,0.578789492184972,0.4509487557795458,6.0,4.0
31510,I000835348,0.5748318813146853,0.4741902714111243,6.0,5.0
21710,I000575969,0.4379367012834092,0.37012744500627454,0.0,0.0
37,I000003366,0.39749827744531585,0.46194987343394706,0.0,4.0
29429,I000782180,0.6114969937392563,0.4815428405986078,7.0,6.0
94,I000005665,0.6302588845659325,0.5174095853370009,8.0,8.0
7335,I000241844,0.41561956302691117,0.535215631246503,0.0,8.0
11696,I000349582,0.4627408339766669,0.3422489679010936,1.0,0.0
26281,I000696070,0.6029542501251649,0.4127662706505114,7.0,2.0
26975,I000714813,0.5562397799551166,0.45316539938747835,5.0,4.0
36097,I000950272,0.652883991274112,0.3254513298443069,8.0,0.0
34707,I000919484,0.5119620853746459,0.5282408798750682,3.0,8.0
14707,I000416965,0.5785057715128027,0.38436719122629603,6.0,1.0
18949,I000512222,0.633208203233089,0.42707164313323054,8.0,2.0
10928,I000332200,0.6761151927082362,0.5393517365714494,9.0,8.0
17919,I000488103,0.49913372112066745,0.5052688733907099,2.0,7.0
24108,I000637806,0.5767257976310244,0.4128205828009969,6.0,2.0
22932,I000607498,0.3233977055810041,0.296659284213034,0.0,0.0
35815,I000943556,0.5223729766015511,0.4654741810841823,3.0,5.0
14147,I000401373,0.4931793457709474,0.3793259450381908,2.0,1.0
