,iid,valence,arousal,v_bins,a_bins
30471,I000809176,0.6795905303503207,0.47331143471802134,9.0,5.0
31414,I000832847,0.5438280984542577,0.2633931283538263,4.0,0.0
17448,I000478083,0.5916473281601454,0.4833007724027919,7.0,6.0
13627,I000390209,0.35983330725863627,0.47597705764702225,0.0,5.0
28615,I000758223,0.5391735215667782,0.43265800816805927,4.0,3.0
25978,I000688293,0.5449685964618847,0.44263987705553554,4.0,3.0
8628,I000274438,0.7834022990258395,0.41673362612663833,9.0,2.0
2549,I000091433,0.49502421467553864,0.34666937498489586,2.0,0.0
29151,I000773901,0.4393413345638106,0.6141351466832612,0.0,9.0
36924,I000969359,0.5108722899254019,0.5522601136044559,3.0,9.0
2113,I000077211,0.6693630794656104,0.4901392860316191,9.0,6.0
10887,I000331486,0.4080859275882497,0.4824914744482715,0.0,6.0
33216,I000880386,0.6353751331217788,0.4547617126891591,8.0,4.0
5313,I000180972,0.486698796564385,0.3639937770727976,2.0,0.0
22375,I000593354,0.4925156668378871,0.4869086834359872,2.0,6.0
35610,I000940029,0.4663935703638583,0.44525719871004843,1.0,3.0
16357,I000453718,0.6569746722934878,0.48410725272582317,9.0,6.0
37188,I000976387,0.5258526333254546,0.34168356039774683,3.0,0.0
23996,I000635710,0.5324208937411202,0.48742171291799663,4.0,6.0
27823,I000737920,0.600204401055196,0.4772286733359577,7.0,5.0
13562,I000389186,0.4244983544289441,0.48312341481096627,0.0,6.0
15440,I000433481,0.6409809430159245,0.5443948452407437,8.0,8.0
21689,I000575532,0.5381434939120657,0.4677380443793913,4.0,5.0
3065,I000111385,0.4573897409676909,0.5121783995318319,1.0,7.0
36210,I000952514,0.5295433208352247,0.4717156921044719,3.0,5.0
11606,I000347700,0.6891754853757219,0.35655564251994004,9.0,0.0
31924,I000846429,0.5021899302210806,0.27636338010373174,2.0,0.0
12441,I000367197,0.5768407653407128,0.5469752632793525,6.0,8.0
22572,I000598233,0.4890063702152734,0.48924091234657,2.0,6.0
12757,I000374031,0.46822748527037555,0.3555280937280494,1.0,0.0
25877,I000686213,0.6068375867865954,0.5831203118978164,7.0,9.0
9330,I000291211,0.39470942214253274,0.5486308758149692,0.0,8.0
24458,I000648228,0.5915419282296936,0.4174907152532564,7.0,2.0
32398,I000857806,0.5671185550660777,0.4020480778959977,5.0,1.0
22931,I000607497,0.5876032117705277,0.35743860252701415,6.0,0.0
18316,I000499826,0.4759837218193381,0.5375916569839181,1.0,8.0
22017,I000582996,0.601832076715196,0.45166264543676937,7.0,4.0
17041,I000468209,0.5900207916573,0.4765327608332444,7.0,5.0
30277,I000803959,0.5260350247726341,0.43095560321229465,3.0,2.0
31577,I000837671,0.6005493636541402,0.4558850845293408,7.0,4.0
3816,I000137034,0.4803272591525899,0.4957597348264533,1.0,7.0
38416,I001002123,0.5568458896814794,0.4885178816447004,5.0,6.0
4735,I000163944,0.5477807926883675,0.45863898578753315,4.0,4.0
21391,I000568466,0.682943019811788,0.24479865281391572,9.0,0.0
24485,I000648682,0.4662129483741743,0.5669583196170246,1.0,9.0
2883,I000103253,0.4425043000906326,0.40189676440832295,1.0,1.0
22878,I000606123,0.7041936463498775,0.37927013285501743,9.0,1.0
6038,I000201889,0.46158033049708697,0.38067909599629496,1.0,1.0
24792,I000658895,0.4357830080842185,0.4778249349568477,0.0,5.0
10513,I000322675,0.573474620689311,0.5241393750961078,6.0,8.0
32790,I000869229,0.5376594778151528,0.43392721571331466,4.0,3.0
28898,I000765822,0.5603445490257123,0.3758129131282333,5.0,0.0
21831,I000578342,0.40172983859495126,0.4632277605723226,0.0,5.0
2947,I000105999,0.547460930654308,0.46330829489751285,4.0,5.0
19098,I000515869,0.5354314824473168,0.45224296970085215,4.0,4.0
1929,I000071405,0.6422343451964253,0.39952651172974296,8.0,1.0
6315,I000210768,0.5546544833430501,0.3855627055035702,5.0,1.0
30140,I000798833,0.5881918499072324,0.4635624950451424,6.0,5.0
6971,I000229679,0.5776199797126604,0.40987312707286394,6.0,1.0
11379,I000341817,0.5583154436542785,0.41552496632581465,5.0,2.0
19085,I000515495,0.5318712484476615,0.43591836586232025,4.0,3.0
3372,I000122452,0.8981833553346117,0.6696303079352897,9.0,9.0
30626,I000814492,0.5350206223583628,0.525043928975895,4.0,8.0
21642,I000574520,0.5267657946017877,0.44978875991864303,3.0,4.0
8764,I000279546,0.5802701170236124,0.4596060751860602,6.0,4.0
13220,I000382284,0.4935977922976063,0.5142941546347469,2.0,7.0
35711,I000942022,0.5445598734998114,0.508582622464848,4.0,7.0
38732,I001008368,0.5283199259388016,0.47609455858860406,3.0,5.0
33329,I000883952,0.5753948945206202,0.3939001761047809,6.0,1.0
38070,I000992882,0.6156215964188972,0.4394033994678668,8.0,3.0
15849,I000442480,0.6284874924580865,0.3742609437489483,8.0,0.0
10713,I000327852,0.6880941808382909,0.4900177768609271,9.0,6.0
19116,I000516201,0.5705775596817961,0.3766910131592112,6.0,0.0
18131,I000493733,0.5078220241526062,0.31561058526554725,2.0,0.0
838,I000037292,0.7325537684055797,0.3533282022531986,9.0,0.0
10938,I000332432,0.5827318693780156,0.4838499236537978,6.0,6.0
16219,I000450934,0.5829806338451861,0.44899266202554716,6.0,4.0
12906,I000376239,0.633732331491475,0.428539065721236,8.0,2.0
5754,I000192389,0.512913097575302,0.35153829846790624,3.0,0.0
15162,I000427304,0.5401955514620703,0.3733597469672135,4.0,0.0
15569,I000435595,0.6955976888257069,0.48430517559585284,9.0,6.0
13800,I000393481,0.5646569767536056,0.4856604304285322,5.0,6.0
12882,I000375702,0.6392255356182067,0.4523049704619137,8.0,4.0
4058,I000144707,0.4998592316427525,0.5676667966858479,2.0,9.0
18562,I000504626,0.5539609302637072,0.4491392561154853,5.0,4.0
23963,I000634955,0.5767992532629925,0.489616014232262,6.0,6.0
34703,I000919363,0.5975415914106065,0.3913904636964641,7.0,1.0
13700,I000391479,0.5593179940138931,0.5418514986333272,5.0,8.0
2004,I000073497,0.5257023925915714,0.4772749150970443,3.0,5.0
27018,I000716256,0.6371530189014828,0.47669094434447046,8.0,5.0
34762,I000920628,0.6290734477084193,0.45666182399551075,8.0,4.0
21462,I000570558,0.5246284934282839,0.5152940410268925,3.0,7.0
23275,I000615160,0.6179326034897985,0.5067336499211822,8.0,7.0
3316,I000120795,0.626401267019435,0.5459836923820494,8.0,8.0
15826,I000441966,0.5979184852320878,0.5258243043955579,7.0,8.0
28579,I000756666,0.6029625886052834,0.43810670244353694,7.0,3.0
19897,I000534865,0.4305744856479292,0.42221314943691973,0.0,2.0
4705,I000162995,0.55971191639505,0.3266946101857982,5.0,0.0
8125,I000262224,0.5968527253863172,0.4627181486726563,7.0,4.0
38399,I001001751,0.6868436339166444,0.4952969398794518,9.0,7.0
34011,I000901947,0.543482944047441,0.5306865517463648,4.0,8.0
3120,I000113922,0.589098932107453,0.4937290536354185,6.0,6.0
30157,I000799521,0.5665120080941747,0.5182951179531627,5.0,8.0
15580,I000435840,0.6683730097616613,0.4110229949097083,9.0,2.0
35206,I000932260,0.6039618592851094,0.4437333513503255,7.0,3.0
37996,I000991179,0.4053482276049625,0.3104363888753069,0.0,0.0
36376,I000955034,0.6855344047426142,0.5546607912984342,9.0,9.0
29251,I000776802,0.4691624077904524,0.4156864803315219,1.0,2.0
14385,I000407753,0.5479491792621748,0.5093869345880084,4.0,7.0
37435,I000981570,0.5949891263383523,0.3942241393690707,7.0,1.0
28921,I000766441,0.44972086967092706,0.4347721151731365,1.0,3.0
30050,I000796861,0.5366984767112956,0.4613714779627478,4.0,4.0
25716,I000682000,0.5964143230490017,0.5248664512282801,7.0,8.0
11468,I000344459,0.7228826637220034,0.4429119464132146,9.0,3.0
6191,I000206738,0.5271129793583534,0.4406901545677701,3.0,3.0
16259,I000451543,0.5632076263497571,0.4364844963263564,5.0,3.0
23310,I000616195,0.6919068093681379,0.4375432289350267,9.0,3.0
12742,I000373836,0.5931089213920769,0.3995625651260972,7.0,1.0
34956,I000924823,0.4595381986240783,0.4799367280879591,1.0,6.0
34718,I000919696,0.44537024507704803,0.3973007176540605,1.0,1.0
13183,I000381535,0.47221058083921735,0.41233619032742835,1.0,2.0
11680,I000349236,0.4780189800943501,0.34639684786244707,1.0,0.0
24890,I000662025,0.581968582702235,0.4935269955621491,6.0,6.0
9085,I000286334,0.5484650604344249,0.4452955387512732,4.0,3.0
20492,I000548953,0.6030522546491862,0.45296500799012407,7.0,4.0
9435,I000294960,0.552430302989691,0.4790183820364341,5.0,6.0
31479,I000834097,0.4268241186169151,0.44116522775503114,0.0,3.0
16749,I000461425,0.5575717541386708,0.4247768769534699,5.0,2.0
3981,I000142260,0.483998906310325,0.3389123996674702,2.0,0.0
21478,I000571006,0.619617997741218,0.5128303929573276,8.0,7.0
30716,I000816735,0.5317021978641782,0.5554759945745851,4.0,9.0
24841,I000660508,0.5433004937333673,0.5632748425477992,4.0,9.0
31028,I000824924,0.5673733392727983,0.42849652704272356,5.0,2.0
25845,I000685596,0.5240212890435393,0.4406513595779942,3.0,3.0
23462,I000620461,0.7329807501319274,0.5209951608868318,9.0,8.0
26987,I000715322,0.46017944016617013,0.47258153437476436,1.0,5.0
18699,I000507223,0.5714997347940683,0.4795001597075806,6.0,6.0
22845,I000605413,0.5307270765040583,0.5020659022287057,3.0,7.0
20141,I000540426,0.5779106243838532,0.5094514672799697,6.0,7.0
11124,I000336494,0.6379603638702821,0.46315533877751314,8.0,5.0
33270,I000881564,0.4501650676643962,0.4595170598014235,1.0,4.0
3139,I000114847,0.5181557937081958,0.4764328914606756,3.0,5.0
21197,I000562901,0.47309357182846057,0.4601724654812003,1.0,4.0
20831,I000555253,0.4050038676246318,0.3989226257826605,0.0,1.0
8010,I000259212,0.5766827900451177,0.42030881054298974,6.0,2.0
15411,I000432803,0.47966777360822177,0.4850253783022177,1.0,6.0
26142,I000692617,0.5082222407928724,0.443123134551487,2.0,3.0
31233,I000829525,0.6290597208709059,0.44273891458328124,8.0,3.0
18607,I000505292,0.6122602200308136,0.48958486121185363,7.0,6.0
14856,I000420332,0.5759459853195058,0.3951512118863878,6.0,1.0
9743,I000304135,0.5463578411220528,0.48135205626607336,4.0,6.0
13895,I000395395,0.5303512120594727,0.42005703159089375,3.0,2.0
34293,I000908263,0.5401566707936872,0.4823109538186743,4.0,6.0
18066,I000492318,0.4500688285953818,0.5199618297816178,1.0,8.0
26117,I000691970,0.49712902725085834,0.5846570516614138,2.0,9.0
36395,I000955355,0.5698735904564682,0.32690388761202527,6.0,0.0
19798,I000532558,0.6220427939899409,0.3861937583320909,8.0,1.0
26453,I000700864,0.5655165774289206,0.46016515492271287,5.0,4.0
36944,I000969762,0.4865180938038547,0.4491409718383676,2.0,4.0
10720,I000327982,0.7388936553125883,0.5340703981048317,9.0,8.0
10950,I000332606,0.443863221965872,0.3313245801437956,1.0,0.0
9632,I000301228,0.6565650184268736,0.441884242735792,9.0,3.0
14907,I000421684,0.5631951894645958,0.4639572212754432,5.0,5.0
17246,I000473320,0.5447870787715959,0.37828656127956084,4.0,0.0
13841,I000394494,0.5065509314215356,0.47316940632398774,2.0,5.0
28636,I000758670,0.5612940171925663,0.44531696220676076,5.0,3.0
20335,I000544449,0.5794027687071451,0.4765463628103484,6.0,5.0
23506,I000621182,0.5809028247723039,0.4570600416479867,6.0,4.0
14964,I000423711,0.5754626976225432,0.4795771284654422,6.0,6.0
28608,I000757989,0.5397238144347365,0.32274893585354936,4.0,0.0
29989,I000795438,0.5671053758212584,0.5168161741033933,5.0,8.0
5282,I000180298,0.784114966882166,0.3227137665314638,9.0,0.0
261,I000012467,0.6307908573064007,0.45136521244328115,8.0,4.0
12234,I000362583,0.4983415961652822,0.4124139082736562,2.0,2.0
2439,I000088199,0.4956151302495494,0.5411970074698084,2.0,8.0
17274,I000473963,0.6072104317376819,0.5041535355643745,7.0,7.0
29051,I000771472,0.41139320241754285,0.5529628257713596,0.0,9.0
1558,I000060788,0.6428370911826798,0.41852993469392685,8.0,2.0
31442,I000833441,0.49889094048288574,0.465684180683481,2.0,5.0
27874,I000739615,0.5640928005830179,0.3529815896250735,5.0,0.0
20262,I000542953,0.5820620375509752,0.41308105377310284,6.0,2.0
2649,I000094600,0.6494340565933044,0.3992704569285527,8.0,1.0
4311,I000152302,0.6518828319414016,0.4920786888338819,8.0,6.0
19506,I000525856,0.6128622549577131,0.45864884192832495,7.0,4.0
36368,I000954935,0.4933386879233741,0.49184476058556337,2.0,6.0
6791,I000223337,0.49069433641878557,0.4342721319027402,2.0,3.0
2869,I000102951,0.5145880614952579,0.5496325359766784,3.0,8.0
1696,I000064561,0.44001839154519173,0.47564471544185505,1.0,5.0
1013,I000044067,0.593894197750073,0.4282468081863894,7.0,2.0
20613,I000551057,0.3837729743846078,0.7247010828220277,0.0,9.0
12400,I000366064,0.38869514412050066,0.5579774198182599,0.0,9.0
18690,I000507084,0.5570588839780669,0.4326248510960785,5.0,3.0
4672,I000162216,0.6266036496438342,0.350672686913596,8.0,0.0
35243,I000932825,0.6018433667809625,0.4100074834374828,7.0,1.0
33186,I000879995,0.5582835604702443,0.47451909161153205,5.0,5.0
36729,I000964155,0.6630300774220637,0.47242363603011556,9.0,5.0
31561,I000837041,0.5455761884063494,0.4878469391398097,4.0,6.0
9625,I000300919,0.5060126990782169,0.24196277971438437,2.0,0.0
31186,I000828787,0.7400225226130355,0.5833351849132313,9.0,9.0
38315,I000998967,0.5384754745602441,0.464212150820048,4.0,5.0
38209,I000995880,0.4568146701351618,0.4656847836157072,1.0,5.0
27935,I000740771,0.3582103974693426,0.6007960398164918,0.0,9.0
1557,I000060787,0.6091323884842675,0.3983156777201037,7.0,1.0
11647,I000348346,0.5560780192799591,0.45076364085260345,5.0,4.0
31645,I000839421,0.43767960823699376,0.5250427968780218,0.0,8.0
31969,I000848074,0.5076642914810855,0.4194640947453425,2.0,2.0
30798,I000818778,0.6663752775346392,0.4326151703541777,9.0,3.0
27826,I000738098,0.5317095234604989,0.4062278162758861,4.0,1.0
16541,I000457680,0.50830841498823,0.48706323017648734,2.0,6.0
33828,I000898246,0.5688367960346283,0.473989132685067,5.0,5.0
33980,I000901475,0.7042966346146617,0.5211253336877051,9.0,8.0
27772,I000736106,0.5622026175387798,0.49601072552085684,5.0,7.0
26490,I000702286,0.6811402801593683,0.5472401521003066,9.0,8.0
22506,I000596545,0.46248235098260476,0.562421967215139,1.0,9.0
15841,I000442320,0.5813500723389382,0.5694605667440157,6.0,9.0
17556,I000480293,0.5679442086309648,0.4513777921262866,5.0,4.0
2932,I000105201,0.556011667082313,0.3539222627924607,5.0,0.0
11865,I000354193,0.5408643018042575,0.45801620846432706,4.0,4.0
27604,I000731892,0.573983860326633,0.4774170965748517,6.0,5.0
30508,I000811240,0.4808395385441947,0.4329000866038531,1.0,3.0
18623,I000505510,0.39503798273542134,0.5633828121232739,0.0,9.0
17176,I000471171,0.5739196049839733,0.39181173640824585,6.0,1.0
22937,I000607780,0.5057499268470185,0.3937343521733456,2.0,1.0
38562,I001005374,0.6015921978910573,0.5694952324303674,7.0,9.0
16601,I000458599,0.37991405869333916,0.4634139315444993,0.0,5.0
35262,I000933158,0.5113206882454582,0.41778310308046906,3.0,2.0
1310,I000054040,0.5797353599493738,0.47502195337256525,6.0,5.0
11528,I000345599,0.6223817463843501,0.4768464740519602,8.0,5.0
16771,I000461889,0.5604777409961593,0.3961723299365057,5.0,1.0
32902,I000873047,0.5534420574841991,0.42757632021725567,5.0,2.0
29283,I000778360,0.5477506648681274,0.4089800743676281,4.0,1.0
37206,I000976732,0.6604097660634061,0.4173092313048906,9.0,2.0
28915,I000766231,0.6075013933571966,0.43164175268094074,7.0,3.0
31176,I000828520,0.5780118290278023,0.4625250388583572,6.0,4.0
5718,I000191409,0.5435483669449357,0.23827700347114078,4.0,0.0
32129,I000852020,0.593442765522047,0.3948044485619529,7.0,1.0
24526,I000649793,0.4908849058051043,0.5123098116033944,2.0,7.0
5724,I000191546,0.7487099301290666,0.4328111940690855,9.0,3.0
18377,I000501165,0.4195519878024968,0.4796487314737372,0.0,6.0
7894,I000256402,0.5674361272615698,0.4401173621597683,5.0,3.0
32451,I000859523,0.6019091996043171,0.46274497544723847,7.0,4.0
5048,I000174218,0.5130040685030497,0.5673688297103437,3.0,9.0
38475,I001003547,0.5737464712241861,0.4451758006897496,6.0,3.0
2072,I000075711,0.5476149727313684,0.6593932953877399,4.0,9.0
1476,I000059317,0.556469140952165,0.4416869252608565,5.0,3.0
18546,I000504348,0.5597014668408072,0.46471313471813047,5.0,5.0
20054,I000538660,0.6601659140550462,0.45717706490475374,9.0,4.0
3902,I000139706,0.5249185314148793,0.46590078238368604,3.0,5.0
12497,I000368282,0.5745641890348387,0.5774683158054607,6.0,9.0
32747,I000867872,0.5431469831814084,0.522636712595289,4.0,8.0
11595,I000347573,0.5328445711206272,0.3389587551414729,4.0,0.0
20007,I000537709,0.5139747332876555,0.3981070547861932,3.0,1.0
3262,I000118363,0.39652020795377674,0.5076002823413507,0.0,7.0
18746,I000508347,0.49835716387980544,0.5151752409634002,2.0,7.0
36132,I000951113,0.5218989186540571,0.42687932086637664,3.0,2.0
35630,I000940511,0.5332559409687071,0.4857025362543252,4.0,6.0
28116,I000744761,0.5252921667768036,0.4790646192122496,3.0,6.0
13363,I000386559,0.6087730953415263,0.4936095039156816,7.0,6.0
25333,I000673315,0.477676483063512,0.481120930139536,1.0,6.0
17311,I000474882,0.535661476830376,0.47094919820573233,4.0,5.0
37483,I000982528,0.6975662886339424,0.3918122451734354,9.0,1.0
5345,I000181916,0.5535353873658249,0.40333242679866993,5.0,1.0
22121,I000587065,0.6068637650961557,0.4936605906029675,7.0,6.0
28272,I000749225,0.622931444464142,0.5151009486503194,8.0,7.0
12954,I000377328,0.565703394725705,0.5071868903775532,5.0,7.0
25753,I000682459,0.5726534321594594,0.4575173138782085,6.0,4.0
7984,I000258567,0.5884706577773097,0.5624297843637505,6.0,9.0
33889,I000899878,0.5621394667618337,0.4376634156742323,5.0,3.0
30245,I000803315,0.3911746515874521,0.5549827446577433,0.0,9.0
24559,I000650349,0.7028070320795319,0.4970440251520546,9.0,7.0
942,I000040883,0.7072872629105176,0.5547902904498636,9.0,9.0
10037,I000311582,0.5217366311837839,0.4550342946996382,3.0,4.0
1904,I000070765,0.4593995054733192,0.5561787140596368,1.0,9.0
18815,I000509434,0.30803200320849106,0.4809152044554809,0.0,6.0
19854,I000533903,0.5337823746102164,0.5024089780553881,4.0,7.0
12017,I000357374,0.5874150066620396,0.4095451945092499,6.0,1.0
23260,I000614697,0.5439990911544256,0.4398360689222843,4.0,3.0
36274,I000953744,0.7149473264113988,0.48728384695104104,9.0,6.0
36224,I000952797,0.5487507272261668,0.5129559123794313,4.0,7.0
25860,I000685872,0.44974023866797874,0.5235537834700823,1.0,8.0
6964,I000229582,0.6296286955250314,0.6007612652432099,8.0,9.0
3438,I000124865,0.6106002577660664,0.48697026756822775,7.0,6.0
6030,I000201459,0.5515948442774713,0.458361739897097,5.0,4.0
30185,I000801336,0.6510287648058427,0.4915731465905309,8.0,6.0
5341,I000181835,0.5201137840790478,0.4312337491934247,3.0,2.0
30120,I000798505,0.5065248243784581,0.493475476686549,2.0,6.0
29961,I000794838,0.5450757535816179,0.5190381680439787,4.0,8.0
12479,I000367977,0.2778153921081209,0.5693300126020195,0.0,9.0
1290,I000053525,0.40829983816771276,0.44663824964051474,0.0,3.0
13669,I000390976,0.5548708070038924,0.4276410849443491,5.0,2.0
16547,I000457755,0.3442553528802351,0.7026585881574438,0.0,9.0
7381,I000242787,0.6364618444135173,0.5070006728243078,8.0,7.0
18013,I000490703,0.602461101692989,0.4199833309381288,7.0,2.0
8672,I000275649,0.5491946560239874,0.4741999253222168,4.0,5.0
35102,I000928830,0.5017316536444427,0.5495083461773032,2.0,8.0
21913,I000580665,0.4862905097487348,0.41409268157440543,2.0,2.0
8015,I000259379,0.7746649331013661,0.43049474006718225,9.0,2.0
32757,I000868338,0.5151570778201573,0.5708493125466043,3.0,9.0
28137,I000745332,0.6264128593086786,0.4965143987352138,8.0,7.0
1688,I000064393,0.39962914283031137,0.4958760802925518,0.0,7.0
24657,I000653360,0.57993465148515,0.4503303113583231,6.0,4.0
26214,I000694360,0.5745292840536402,0.45132867523593284,6.0,4.0
4717,I000163355,0.5763103699818264,0.414371404372776,6.0,2.0
6702,I000220771,0.5765520798182449,0.5047883263265308,6.0,7.0
33629,I000892674,0.5926367762902411,0.41629107955986233,7.0,2.0
26796,I000709656,0.6165726969382697,0.4722073537110783,8.0,5.0
2660,I000095065,0.5964516132053442,0.536569178422448,7.0,8.0
29302,I000778906,0.6285166944746455,0.4184019791492709,8.0,2.0
27155,I000719391,0.46998282631749855,0.5296711596244275,1.0,8.0
11068,I000334995,0.5562928122367911,0.6710932249797484,5.0,9.0
24968,I000664002,0.5381006505650746,0.48634087526160125,4.0,6.0
27021,I000716309,0.6818104938513768,0.35134122461769246,9.0,0.0
21894,I000580001,0.4319953274284976,0.4905992856227457,0.0,6.0
30883,I000820547,0.5964854591732847,0.47801074304844143,7.0,5.0
1777,I000066422,0.6297496425202831,0.5007297357644495,8.0,7.0
7597,I000248370,0.35445267491772314,0.47591461993283024,0.0,5.0
15567,I000435567,0.5139258490378655,0.6333791849190944,3.0,9.0
469,I000022164,0.41567987687355695,0.8371994645389004,0.0,9.0
12929,I000376575,0.6031887519572201,0.6803741589017522,7.0,9.0
13765,I000392520,0.479622371820285,0.4951666444686174,1.0,7.0
34884,I000922839,0.470289772010671,0.42603128993045214,1.0,2.0
25184,I000670330,0.5147840668097556,0.468158651047278,3.0,5.0
34604,I000916418,0.600305153583531,0.47612734569481574,7.0,5.0
28945,I000767546,0.6284016370151411,0.3500373026452528,8.0,0.0
3789,I000136265,0.5324668771765979,0.3594863907191954,4.0,0.0
15431,I000433354,0.5882975880588399,0.3970724288898462,6.0,1.0
20170,I000541131,0.547535519083818,0.5012694899483605,4.0,7.0
15864,I000442791,0.7294112362951569,0.4129378990450838,9.0,2.0
22379,I000593487,0.5656905197431372,0.39989243090515564,5.0,1.0
9079,I000286229,0.4718357577713169,0.6033889315422052,1.0,9.0
16668,I000459933,0.5003822628134866,0.5143294770330409,2.0,7.0
28789,I000762396,0.44618711541548045,0.6258480064118791,1.0,9.0
33630,I000892680,0.6005674930090013,0.3107481096411781,7.0,0.0
3693,I000133514,0.5009774081022809,0.34834401378685126,2.0,0.0
34870,I000922629,0.8692975893198653,0.6392155326714579,9.0,9.0
31783,I000842933,0.6459623477338594,0.5204781582110112,8.0,8.0
36154,I000951592,0.5645752981913382,0.3669481292421354,5.0,0.0
18452,I000502809,0.4579325325776299,0.4930682499510546,1.0,6.0
10450,I000320532,0.6989776968478056,0.49228144143528557,9.0,6.0
12733,I000373566,0.600452997281056,0.5603543264333012,7.0,9.0
38657,I001006953,0.6021395061286315,0.5005558165219826,7.0,7.0
31169,I000828423,0.6915927458190649,0.5512023851294251,9.0,8.0
14088,I000399681,0.5424615374667687,0.5046820695126201,4.0,7.0
21157,I000562305,0.5635787426972735,0.443531306187099,5.0,3.0
24265,I000643085,0.637032785179432,0.4755186989578457,8.0,5.0
25813,I000684280,0.5965955139537413,0.49233139049410396,7.0,6.0
31741,I000841892,0.6462343754674158,0.427025877076879,8.0,2.0
5023,I000173406,0.47096802475917354,0.525442719773231,1.0,8.0
38097,I000993424,0.5203127175422612,0.36237064356670057,3.0,0.0
25836,I000685363,0.5909848047511482,0.5054613603645873,7.0,7.0
25478,I000675694,0.6621359167617591,0.35097940924501936,9.0,0.0
2503,I000089786,0.6190056912648568,0.3863509642983597,8.0,1.0
13114,I000380534,0.5676918490998528,0.3856163809832616,5.0,1.0
13585,I000389577,0.6127584372738226,0.4854870517842237,7.0,6.0
464,I000021793,0.3948361922845266,0.5953933918432581,0.0,9.0
23991,I000635597,0.45104948124959027,0.3977901705218133,1.0,1.0
21809,I000577765,0.4509108686498241,0.3951811472966542,1.0,1.0
24146,I000638640,0.5141400808669941,0.497362101470434,3.0,7.0
16831,I000463859,0.5541005122023762,0.3721565934445523,5.0,0.0
22391,I000593925,0.5461874134271413,0.47155501756044904,4.0,5.0
30262,I000803662,0.5506120040462583,0.5230118608964588,5.0,8.0
37833,I000987774,0.35802373788881126,0.6788466907786177,0.0,9.0
19371,I000522584,0.5444469232436591,0.41547402047664383,4.0,2.0
20178,I000541396,0.5815268331515666,0.4509600639843031,6.0,4.0
17052,I000468504,0.6163937587564692,0.5058923381336128,8.0,7.0
22328,I000592059,0.6530945878399127,0.39413625737634705,8.0,1.0
1980,I000073022,0.2591023923479305,0.3718026611939636,0.0,0.0
727,I000032757,0.5082357811714472,0.4239012966716109,2.0,2.0
14375,I000407549,0.5375386250985366,0.45398797982965683,4.0,4.0
2872,I000102990,0.4026160605963267,0.648057863355566,0.0,9.0
289,I000014015,0.6461712957152329,0.5256340291265444,8.0,8.0
14671,I000416066,0.4529096056279813,0.5063988211956251,1.0,7.0
25589,I000679148,0.5000717773659238,0.36436642113575457,2.0,0.0
38276,I000997577,0.6352515535079326,0.37171717854684627,8.0,0.0
19838,I000533598,0.6088752465325895,0.4829580620915279,7.0,6.0
345,I000015542,0.4959362109406617,0.5112792966578109,2.0,7.0
6845,I000225505,0.41620664868669366,0.4257377459008528,0.0,2.0
35879,I000944833,0.5569658872316606,0.363757205969797,5.0,0.0
3384,I000123179,0.46669462764817876,0.4141793419510618,1.0,2.0
